date_time,holiday,workingday,weather,temp,atemp,hum,windspeed,users,month,hour,weekday
01/01/2011 00:00,0,0,clear,9.84,14.395,81,0,16,1,0,5
01/01/2011 01:00,0,0,clear,9.02,13.635,80,0,40,1,1,5
01/01/2011 02:00,0,0,clear,9.02,13.635,80,0,32,1,2,5
01/01/2011 03:00,0,0,clear,9.84,14.395,75,0,13,1,3,5
01/01/2011 04:00,0,0,clear,9.84,14.395,75,0,1,1,4,5
01/01/2011 05:00,0,0,mist,9.84,12.879999999999999,75,6.0032,1,1,5,5
01/01/2011 06:00,0,0,clear,9.02,13.635,80,0,2,1,6,5
01/01/2011 07:00,0,0,clear,8.200000000000001,12.879999999999999,86,0,3,1,7,5
01/01/2011 08:00,0,0,clear,9.84,14.395,75,0,8,1,8,5
01/01/2011 09:00,0,0,clear,13.120000000000001,17.424999999999997,76,0,14,1,9,5
01/01/2011 10:00,0,0,clear,15.58,19.695,76,16.997899999999998,36,1,10,5
01/01/2011 11:00,0,0,clear,14.76,16.665,81,19.0012,56,1,11,5
01/01/2011 12:00,0,0,clear,17.22,21.21,77,19.0012,84,1,12,5
01/01/2011 13:00,0,0,mist,18.86,22.725,72,19.999499999999998,94,1,13,5
01/01/2011 14:00,0,0,mist,18.86,22.725,72,19.0012,106,1,14,5
01/01/2011 15:00,0,0,mist,18.04,21.97,77,19.999499999999998,110,1,15,5
01/01/2011 16:00,0,0,mist,17.22,21.21,82,19.999499999999998,93,1,16,5
01/01/2011 17:00,0,0,mist,18.04,21.97,82,19.0012,67,1,17,5
01/01/2011 18:00,0,0,rain,17.22,21.21,88,16.997899999999998,35,1,18,5
01/01/2011 19:00,0,0,rain,17.22,21.21,88,16.997899999999998,37,1,19,5
01/01/2011 20:00,0,0,mist,16.400000000000002,20.455000000000002,87,16.997899999999998,36,1,20,5
01/01/2011 21:00,0,0,mist,16.400000000000002,20.455000000000002,87,12.998000000000001,34,1,21,5
01/01/2011 22:00,0,0,mist,16.400000000000002,20.455000000000002,94,15.001299999999999,28,1,22,5
01/01/2011 23:00,0,0,mist,18.86,22.725,88,19.999499999999998,39,1,23,5
02/01/2011 00:00,0,0,mist,18.86,22.725,88,19.999499999999998,17,1,0,6
02/01/2011 01:00,0,0,mist,18.04,21.97,94,16.997899999999998,17,1,1,6
02/01/2011 02:00,0,0,mist,17.22,21.21,100,19.0012,9,1,2,6
02/01/2011 03:00,0,0,mist,18.86,22.725,94,12.998000000000001,6,1,3,6
02/01/2011 04:00,0,0,mist,18.86,22.725,94,12.998000000000001,3,1,4,6
02/01/2011 05:00,0,0,mist,18.86,22.725,94,12.998000000000001,3,1,5,6
02/01/2011 06:00,0,0,rain,17.22,21.21,77,19.999499999999998,2,1,6,6
02/01/2011 07:00,0,0,mist,16.400000000000002,20.455000000000002,76,12.998000000000001,1,1,7,6
02/01/2011 08:00,0,0,rain,16.400000000000002,20.455000000000002,71,15.001299999999999,8,1,8,6
02/01/2011 09:00,0,0,mist,15.58,19.695,76,15.001299999999999,20,1,9,6
02/01/2011 10:00,0,0,mist,14.76,17.424999999999997,81,15.001299999999999,53,1,10,6
02/01/2011 11:00,0,0,mist,14.76,16.665,71,16.997899999999998,70,1,11,6
02/01/2011 12:00,0,0,mist,14.76,16.665,66,19.999499999999998,93,1,12,6
02/01/2011 13:00,0,0,mist,14.76,17.424999999999997,66,8.9981,75,1,13,6
02/01/2011 14:00,0,0,rain,14.76,17.424999999999997,76,12.998000000000001,59,1,14,6
02/01/2011 15:00,0,0,rain,13.940000000000001,16.665,81,11.0014,74,1,15,6
02/01/2011 16:00,0,0,rain,13.940000000000001,16.665,71,11.0014,76,1,16,6
02/01/2011 17:00,0,0,clear,13.940000000000001,16.665,56.99999999999999,12.998000000000001,65,1,17,6
02/01/2011 18:00,0,0,mist,14.76,16.665,46,22.0028,53,1,18,6
02/01/2011 19:00,0,0,clear,13.120000000000001,14.395,42,30.002599999999997,30,1,19,6
02/01/2011 20:00,0,0,clear,12.299999999999999,13.635,39,23.9994,22,1,20,6
02/01/2011 21:00,0,0,clear,10.66,11.365,44,22.0028,31,1,21,6
02/01/2011 22:00,0,0,clear,9.84,10.605,44,19.999499999999998,9,1,22,6
02/01/2011 23:00,0,0,clear,9.02,11.365,47,11.0014,8,1,23,6
03/01/2011 00:00,0,1,clear,9.02,9.85,44,23.9994,5,1,0,0
03/01/2011 01:00,0,1,clear,8.200000000000001,8.334999999999999,44,27.999299999999998,2,1,1,0
03/01/2011 02:00,0,1,clear,8.200000000000001,8.334999999999999,44,27.999299999999998,2,1,2,0
03/01/2011 03:00,0,1,clear,8.200000000000001,8.334999999999999,44,27.999299999999998,2,1,3,0
03/01/2011 04:00,0,1,clear,6.5600000000000005,6.819999999999999,47,26.0027,1,1,4,0
03/01/2011 05:00,0,1,clear,6.5600000000000005,6.819999999999999,47,19.0012,3,1,5,0
03/01/2011 06:00,0,1,clear,5.74,5.305,50,26.0027,30,1,6,0
03/01/2011 07:00,0,1,clear,5.74,6.819999999999999,50,12.998000000000001,64,1,7,0
03/01/2011 08:00,0,1,clear,5.74,6.0600000000000005,50,19.0012,154,1,8,0
03/01/2011 09:00,0,1,clear,6.5600000000000005,6.819999999999999,43,26.0027,88,1,9,0
03/01/2011 10:00,0,1,clear,7.38,8.334999999999999,43,16.997899999999998,44,1,10,0
03/01/2011 11:00,0,1,clear,8.200000000000001,9.09,40,22.0028,51,1,11,0
03/01/2011 12:00,0,1,clear,9.02,10.605,35,19.999499999999998,61,1,12,0
03/01/2011 13:00,0,1,clear,9.84,10.605,35,19.0012,61,1,13,0
03/01/2011 14:00,0,1,clear,10.66,12.120000000000001,30,19.0012,77,1,14,0
03/01/2011 15:00,0,1,clear,10.66,12.120000000000001,30,16.997899999999998,72,1,15,0
03/01/2011 16:00,0,1,clear,10.66,12.120000000000001,30,16.997899999999998,76,1,16,0
03/01/2011 17:00,0,1,clear,9.84,11.365,30,15.001299999999999,157,1,17,0
03/01/2011 18:00,0,1,clear,9.84,12.879999999999999,32,7.0015,157,1,18,0
03/01/2011 19:00,0,1,clear,8.200000000000001,12.879999999999999,47,0,110,1,19,0
03/01/2011 20:00,0,1,clear,8.200000000000001,11.365,47,7.0015,52,1,20,0
03/01/2011 21:00,0,1,clear,7.38,9.85,64,8.9981,52,1,21,0
03/01/2011 22:00,0,1,clear,5.74,7.575,69,8.9981,20,1,22,0
03/01/2011 23:00,0,1,clear,7.38,10.605,55.00000000000001,7.0015,12,1,23,0
04/01/2011 00:00,0,1,clear,6.5600000000000005,9.09,55.00000000000001,7.0015,5,1,0,1
04/01/2011 01:00,0,1,clear,6.5600000000000005,9.09,59,7.0015,2,1,1,1
04/01/2011 02:00,0,1,clear,5.74,7.575,63,8.9981,1,1,2,1
04/01/2011 03:00,0,1,clear,5.74,7.575,63,8.9981,1,1,3,1
04/01/2011 04:00,0,1,clear,5.74,9.09,63,6.0032,2,1,4,1
04/01/2011 05:00,0,1,clear,4.92,7.575,68,7.0015,4,1,5,1
04/01/2011 06:00,0,1,clear,4.92,7.575,74,7.0015,36,1,6,1
04/01/2011 07:00,0,1,clear,4.92,7.575,74,8.9981,94,1,7,1
04/01/2011 08:00,0,1,clear,5.74,7.575,69,11.0014,179,1,8,1
04/01/2011 09:00,0,1,clear,6.5600000000000005,7.575,64,15.001299999999999,100,1,9,1
04/01/2011 10:00,0,1,mist,6.5600000000000005,6.819999999999999,69,22.0028,42,1,10,1
04/01/2011 11:00,0,1,clear,9.02,10.605,51,19.999499999999998,57,1,11,1
04/01/2011 12:00,0,1,clear,9.02,11.365,51,11.0014,78,1,12,1
04/01/2011 13:00,0,1,clear,9.84,11.365,56.00000000000001,12.998000000000001,97,1,13,1
04/01/2011 14:00,0,1,clear,10.66,12.879999999999999,52,15.001299999999999,63,1,14,1
04/01/2011 15:00,0,1,clear,11.48,13.635,52,16.997899999999998,65,1,15,1
04/01/2011 16:00,0,1,clear,12.299999999999999,14.395,49,16.997899999999998,83,1,16,1
04/01/2011 17:00,0,1,clear,11.48,13.635,48,15.001299999999999,212,1,17,1
04/01/2011 18:00,0,1,clear,10.66,12.879999999999999,48,12.998000000000001,182,1,18,1
04/01/2011 19:00,0,1,clear,9.84,12.879999999999999,48,7.0015,112,1,19,1
04/01/2011 20:00,0,1,clear,9.84,12.879999999999999,48,7.0015,54,1,20,1
04/01/2011 21:00,0,1,clear,9.02,13.635,64,0,48,1,21,1
04/01/2011 22:00,0,1,clear,9.02,12.879999999999999,64,6.0032,35,1,22,1
04/01/2011 23:00,0,1,clear,8.200000000000001,11.365,69,6.0032,11,1,23,1
05/01/2011 00:00,0,1,clear,8.200000000000001,12.879999999999999,64,0,6,1,0,2
05/01/2011 01:00,0,1,clear,6.5600000000000005,9.85,74,6.0032,6,1,1,2
05/01/2011 02:00,0,1,clear,6.5600000000000005,9.85,74,6.0032,2,1,2,2
05/01/2011 03:00,0,1,clear,6.5600000000000005,9.85,74,6.0032,2,1,3,2
05/01/2011 04:00,0,1,clear,9.84,11.365,48,15.001299999999999,2,1,4,2
05/01/2011 05:00,0,1,clear,9.02,11.365,47,11.0014,3,1,5,2
05/01/2011 06:00,0,1,clear,8.200000000000001,9.85,47,15.001299999999999,33,1,6,2
05/01/2011 07:00,0,1,clear,7.38,9.09,43,12.998000000000001,88,1,7,2
05/01/2011 08:00,0,1,clear,8.200000000000001,9.09,40,19.999499999999998,195,1,8,2
05/01/2011 09:00,0,1,clear,9.02,9.85,37,22.0028,115,1,9,2
05/01/2011 10:00,0,1,clear,9.02,9.85,37,22.0028,57,1,10,2
05/01/2011 11:00,0,1,clear,10.66,11.365,33,22.0028,46,1,11,2
05/01/2011 12:00,0,1,clear,10.66,11.365,33,22.0028,79,1,12,2
05/01/2011 13:00,0,1,clear,11.48,12.879999999999999,30,19.999499999999998,71,1,13,2
05/01/2011 14:00,0,1,clear,12.299999999999999,14.395,28.000000000000004,12.998000000000001,62,1,14,2
05/01/2011 15:00,0,1,clear,12.299999999999999,14.395,28.000000000000004,12.998000000000001,62,1,15,2
05/01/2011 16:00,0,1,clear,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,89,1,16,2
05/01/2011 17:00,0,1,clear,9.84,11.365,38,12.998000000000001,190,1,17,2
05/01/2011 18:00,0,1,clear,9.84,12.120000000000001,38,8.9981,169,1,18,2
05/01/2011 19:00,0,1,clear,9.84,12.879999999999999,38,7.0015,132,1,19,2
05/01/2011 20:00,0,1,clear,9.02,11.365,47,11.0014,89,1,20,2
05/01/2011 21:00,0,1,clear,8.200000000000001,9.85,51,12.998000000000001,43,1,21,2
05/01/2011 22:00,0,1,clear,7.38,9.85,55.00000000000001,8.9981,42,1,22,2
05/01/2011 23:00,0,1,clear,8.200000000000001,12.879999999999999,47,0,19,1,23,2
06/01/2011 00:00,0,1,clear,7.38,12.120000000000001,55.00000000000001,0,11,1,0,3
06/01/2011 01:00,0,1,clear,6.5600000000000005,11.365,64,0,4,1,1,3
06/01/2011 02:00,0,1,clear,6.5600000000000005,11.365,64,0,2,1,2,3
06/01/2011 03:00,0,1,clear,6.5600000000000005,11.365,64,0,2,1,3,3
06/01/2011 04:00,0,1,mist,6.5600000000000005,9.85,64,6.0032,1,1,4,3
06/01/2011 05:00,0,1,mist,5.74,9.09,69,6.0032,4,1,5,3
06/01/2011 06:00,0,1,mist,5.74,8.334999999999999,63,7.0015,36,1,6,3
06/01/2011 07:00,0,1,mist,6.5600000000000005,11.365,59,0,95,1,7,3
